Insurance Validity,Fuel Type,Engine Displacement,Year of Manufacture,ft,bt,transmission,ownerNo,oem,model,Wheel Size,Color,No of Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Drive Type,Seating Capacity,Steering Type,Tyre Type,No Door Numbers,Cargo Volumn,Mileage,Value Configuration,Super Charger,Turning Radius,City,price_in_lakhs,km_winsorized,price_in_lakhs_winzorized
Comprehensive,Petrol,1496 cc,2016.0,Petrol,Sedan,Manual,1,Toyota,Toyota Etios,15.0,Red,4.0,EFI,No,4265.0,1695.0,1510.0,2550.0,5 Speed,FWD,5.0,Power,tubeless,4.0,595.0,16.78,DOHC,No,4.9,Chennai,6.2,10.964449893752333,6.2
Comprehensive,Diesel,1968 cc,2015.0,Diesel,Sedan,Automatic,1,Skoda,Skoda Superb,16.0,White,4.0,Direct Injection,Yes,4833.0,1817.0,1482.0,2761.0,6 Speed,FWD,5.0,Power,"tubeless,radial",4.0,565.0,17.2,DOHC,No,5.4,Chennai,5.0,10.545367754151743,5.0
Third Party insurance,Diesel,2993 cc,2008.0,Diesel,Sedan,Automatic,3,BMW,BMW 5 Series,17.0,Others,4.0,CRDi,No,4841.0,1846.0,1468.0,2888.0,6 Speed,RWD,5.0,Power,"tubeless,radial",4.0,520.0,11.5,DOHC,Yes,11.526279476963303,Chennai,6.8,11.563955014694816,6.8
Third Party insurance,Petrol,1199 cc,2018.0,Petrol,Hatchback,Manual,2,Honda,Honda Jazz,15.0,Brown,4.0,PGM - Fi,No,3955.0,1694.0,1544.0,2530.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,354.0,18.7,SOHC,No,5.1,Chennai,5.94,10.001838558883081,5.94
Comprehensive,Petrol,1197 cc,2016.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,16.0,White,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,295.0,18.6,DOHC,No,5.2,Chennai,5.36,11.092975962661091,5.36
Third Party insurance,Petrol,998 cc,2015.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,15.0,Silver,3.0,MPFi,No,3715.0,1635.0,1565.0,2425.0,5 Speed ,FWD,5.0,Power,"tubeless,radial",5.0,235.0,23.1,DOHC,No,4.7,Chennai,3.65,11.401870991681571,3.65
Comprehensive,Petrol,1197 cc,2017.0,Petrol,Hatchback,Automatic,2,Maruti,Maruti Ignis,15.0,Blue,4.0,MPFI,No,3700.0,1690.0,1595.0,2435.0,5 Speed,FWD,5.0,Electrical,"tubeless,radial",5.0,260.0,20.89,SOHC,No,4.7,Chennai,5.44,11.392609223455489,5.44
Comprehensive,Petrol,1199 cc,2020.0,Petrol,Hatchback,Manual,1,Tata,Tata Tiago,15.0,Silver,3.0,MPFi,No,3746.0,1647.0,1535.0,2400.0,5 Speed,FWD,5.0,Power,tubeless,5.0,242.0,23.84,DOHC,No,4.9,Chennai,5.66,10.363440845928363,5.66
Comprehensive,Petrol,1197 cc,2013.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,14.0,Blue,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Chennai,4.2,11.129891878526543,4.2
Comprehensive,Petrol,1497 cc,2017.0,Petrol,Sedan,Manual,2,Honda,Honda City,15.0,Red,4.0,PGM-Fi,No,4440.0,1695.0,1495.0,2600.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,17.8,SOHC,No,5.3,Chennai,7.48,11.023208804414473,7.48
Comprehensive,Petrol,1199 cc,2021.0,Petrol,Sedan,Manual,1,Honda,Honda Amaze,15.0,Silver,4.0,MPFi,No,3995.0,1695.0,1501.0,2470.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",4.0,420.0,18.6,SOHC,No,4.7,Chennai,8.8,9.702973165917758,8.8
Third Party insurance,Petrol,1197 cc,2017.0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,16.0,Silver,4.0,MPFI,No,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,378.0,21.21,DOHC,No,4.8,Chennai,6.16,11.293300715405138,6.16
Third Party insurance,Petrol,1451 cc,2020.0,Petrol,SUV,Manual,1,MG,MG Hector,17.0,White,4.0,Unknown,Yes,4655.0,1835.0,1760.0,2750.0,6 Speed,FWD,5.0,Power,radial,5.0,439.0231525787019,14.16,Unknown,Unknown,13.900958253913911,Chennai,15.54,10.83133129068886,15.54
Comprehensive,Petrol,1598 cc,2014.0,Petrol,Hatchback,Automatic,1,Mini,Mini Cooper,15.0,Blue,4.0,Unknown,Yes,4097.0,1789.0,1561.0,2595.0,6 Speed AT,FWD,5.0,Power,"tubeless,radial",4.0,350.0,19.23,Unknown,No,4.846048181190817,Chennai,21.0,9.952325334619427,18.40999999999999
Comprehensive,Diesel,1968 cc,2016.0,Diesel,SUV,Automatic,1,Audi,Audi Q3,17.0,Blue,4.0,CRDI,Yes,4388.0,2019.0,1608.0,2603.0,7-Speed S-Tronic ,AWD,5.0,Power,"tubeless,radial",5.0,460.0,15.73,DOHC,No,5.9,Chennai,21.75,10.915106645867503,18.40999999999999
Third Party insurance,Diesel,2143 cc,2018.0,Diesel,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLE,19.0,Silver,4.0,CRDi,Yes,4819.0,2141.0,1796.0,2915.0,9 Speed,AWD,5.0,Power,"radial,tubeless",5.0,690.0,17.9,DOHC,No,5.9,Chennai,52.875,11.156264806643742,18.40999999999999
Comprehensive,Petrol,1984 cc,2019.0,Petrol,SUV,Automatic,1,Audi,Audi Q5,18.0,Blue,4.0,MPFI,Yes,4663.0,2140.0,1659.0,2819.0,7 Speed,AWD,5.0,Power,"tubeless,radial",5.0,550.0,8.5,DOHC,No,5.8,Chennai,18.5,10.968215530759236,18.40999999999999
Comprehensive,Petrol,1598 cc,2018.0,Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Vento,16.0,Grey,4.0,MPFI,No,4390.0,1699.0,1467.0,2553.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,494.0,16.09,DOHC,No,5.4,Chennai,7.25,11.085598110004929,7.25
Third Party insurance,Petrol,1197 cc,2010.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Ritz,14.0,Others,4.0,MPFi,No,3715.0,1680.0,1620.0,2360.0,5-Speed,FWD,5.0,Power,"tubeless,radial",5.0,232.0,21.1,DOHC,No,4.7,Chennai,2.75,11.563955014694816,2.75
Comprehensive,Diesel,2993 cc,2018.0,Diesel,SUV,Automatic,1,BMW,BMW X5,19.0,Brown,6.0,CRDi,Yes,4886.0,1938.0,1762.0,2933.0,8 Speed,4WD,5.0,Power,runflat,5.0,650.0,15.97,DOHC,No,6.4,Chennai,57.5,10.645472515179373,18.40999999999999
Comprehensive,Petrol,1197 cc,2017.0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,14.0,Blue,4.0,MPFI,No,3995.0,1695.0,1555.0,2430.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,320.0,19.0,DOHC,No,4.8,Chennai,6.35,10.31946389026994,6.35
Comprehensive,Diesel,2143 cc,2013.0,Diesel,Sedan,Automatic,3,Mercedes-Benz,Mercedes-Benz E-Class,18.0,Brown,4.0,CRDI,Yes,4879.0,1854.0,1474.0,2874.0,7 Speed,RWD,5.0,Power,"tubeless,radial",4.0,540.0,13.0,DOHC,No,5.3,Chennai,18.0,11.06665398721974,18.0
Comprehensive,Diesel,1984 cc,2015.0,Diesel,Sedan,Automatic,1,Volvo,Volvo S60,18.0,Silver,4.0,CRDI,Yes,4635.0,2097.0,1484.0,2776.0,8 Speed,FWD,5.0,Power,"tubeless,radial",4.0,380.0,9.0,DOHC,No,5.65,Chennai,19.0,10.596659732783579,18.40999999999999
Comprehensive,Petrol,1197 cc,2017.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,16.0,Silver,4.0,Unknown,Unknown,3845.0,1735.0,1530.0,2450.0,5-Speed,FWD,5.0,Electric,"radial,tubeless",5.0,268.0,22.38,DOHC,Unknown,4.8,Chennai,5.1,11.518181627115933,5.1
Comprehensive,Petrol,1197 cc,2021.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,15.0,Silver,4.0,Unknown,Unknown,3845.0,1735.0,1530.0,2450.0,5-Speed,FWD,5.0,Electric,"radial,tubeless",5.0,268.0,22.38,DOHC,Unknown,4.8,Chennai,8.17,9.756957759840232,8.17
Third Party insurance,Diesel,1248 cc,2018.0,Diesel,SUV,Manual,1,Maruti,Maruti SX4 S Cross,16.0,White,4.0,Unknown,Yes,4300.0,1785.0,1595.0,2600.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,353.0,23.65,DOHC,No,5.2,Chennai,8.5,11.563955014694816,8.5
Comprehensive,Petrol,1499 cc,2016.0,Petrol,SUV,Manual,2,Ford,Ford Ecosport,16.0,Orange,4.0,Direct Injection,No,3999.0,1765.0,1708.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,346.0,15.85,DOHC,No,5.3,Chennai,5.39,11.563955014694816,5.39
Third Party insurance,Petrol,1197 cc,2017.0,Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,16.0,Silver,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,CVT,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Chennai,5.38,11.20327041170804,5.38
Comprehensive,Petrol,796 cc,2012.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto,12.0,Red,3.0,MPFI,No,3495.0,1475.0,1460.0,2360.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,207.3824148307126,19.7,SOHC,No,4.6,Chennai,2.35,11.061908443893099,2.55
Comprehensive,Petrol,1197 cc,2018.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,16.0,Blue,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,295.0,18.6,DOHC,No,5.2,Chennai,6.66,10.719405310263497,6.66
Comprehensive,Diesel,1399 cc,2010.0,Diesel,Hatchback,Manual,2,Ford,Ford Figo,14.0,CHILL,4.0,Common Rail,No,3795.0,1680.0,1427.0,2489.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,284.0,20.0,SOHC,No,4.9,Chennai,2.1,11.563955014694816,2.55
Third Party insurance,Petrol,998 cc,2016.0,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,14.0,Silver,3.0,Unknown,No,3599.0,1495.0,1700.0,2400.0,5 Speed,FWD,5.0,Power,tubeless,5.0,180.0,20.51,DOHC,No,4.6,Chennai,4.13,10.802123349171563,4.13
Comprehensive,Petrol,1197 cc,2016.0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,16.0,Red,4.0,Unknown,Unknown,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",4.0,378.0,22.41,DOHC,Unknown,4.8,Chennai,5.05,11.481042564102502,5.05
Comprehensive,Petrol,1197 cc,2009.0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,13.0,Blue,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,246.669410910312,20.36,DOHC,No,2.095131664346063,Chennai,3.0,11.07654228122687,3.0
Third Party insurance,Diesel,1968 cc,2014.0,Diesel,Sedan,Automatic,1,Audi,Audi A6,17.0,White,4.0,CRDI,Yes,4915.0,2086.0,1455.0,2912.0,8 Speed,FWD,5.0,Power,"tubeless,radial",4.0,530.0,17.68,DOHC,No,5.95,Chennai,8.9,11.563955014694816,8.9
Comprehensive,Petrol,796 cc,2002.0,Petrol,Hatchback,Manual,1,Maruti,Maruti 800,12.0,White,3.0,MPFI,No,3335.0,1440.0,1405.0,2175.0,4 Speed,FWD,4.0,Manual,radial,4.0,168.37350677254165,16.1,SOHC,No,4.4,Chennai,1.4,9.90353755128617,2.55
Comprehensive,Petrol,999 cc,2022.0,Petrol,SUV,Automatic,1,Renault,Renault Kiger,16.0,Brown,3.0,MPFi,Unknown,3991.0,1750.0,1605.0,2500.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",5.0,405.0,19.03,Unknown,Unknown,4.961318436113224,Chennai,8.1,9.702973165917758,8.1
Comprehensive,Diesel,1956 cc,2023.0,Diesel,SUV,Automatic,1,Jeep,Jeep Meridian,18.0,Black,4.0,Unknown,Yes,4769.0,1859.0,1698.0,2782.0,9-Speed,2WD,7.0,Unknown,"tubeless,radial",5.0,527.2225512749692,19.256888627353813,Unknown,Unknown,5.7,Chennai,41.0,9.702973165917758,18.40999999999999
Comprehensive,Petrol,1497 cc,2018.0,Petrol,SUV,Automatic,2,Ford,Ford Ecosport,16.0,Grey,3.0,Direct Injection,No,3998.0,1765.0,1647.0,2519.0,6 Speed,FWD,5.0,Power,"tubeless,radial",4.0,352.0,14.8,DOHC,No,5.3,Chennai,7.25,10.491301994830229,7.25
Comprehensive,Petrol,999 cc,2022.0,Petrol,SUV,Automatic,1,Skoda,Skoda Kushaq,17.0,White,3.0,TSI,Yes,4225.0,1760.0,1612.0,2651.0,6-speed,FWD,5.0,Electric,"tubeless,radial",5.0,385.0,17.2,Unknown,Unknown,7.769679155088426,Chennai,17.55,9.702973165917758,17.55
Third Party insurance,Petrol,1497 cc,2019.0,Petrol,SUV,Manual,1,Kia,Kia Seltos,16.0,White,4.0,MPI,No,4315.0,1800.0,1645.0,2610.0,6-Speed,FWD,5.0,Electric,"tubeless,radial",5.0,433.0,16.8,DOHC,Unknown,8.614012373969004,Chennai,10.5,10.819798284210286,10.5
Third Party insurance,Petrol,1462 cc,2021.0,Petrol,SUV,Manual,1,Toyota,Toyota Urban cruiser,16.0,Brown,4.0,Unknown,No,3995.0,1790.0,1640.0,2500.0,5 Speed,Unknown,5.0,Electronic,"tubeless,radial",5.0,328.0,17.03,Unknown,Unknown,5.2,Chennai,10.0,10.308985993422082,10.0
Third Party insurance,Petrol,1598 cc,2018.0,Petrol,Sedan,Automatic,1,Skoda,Skoda Rapid,16.0,Grey,4.0,MPFI,No,4413.0,1699.0,1466.0,2552.0,6 Speed,FWD,5.0,Power,"tubeless,radial",4.0,460.0,14.84,DOHC,No,5.3,Chennai,8.5,10.275085591132715,8.5
Third Party insurance,Petrol,1197 cc,2014.0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,16.0,Silver,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,295.0,18.6,DOHC,No,5.2,Chennai,5.08,10.932052842892203,5.08
Third Party insurance,Diesel,1498 cc,2018.0,Diesel,Sedan,Manual,2,Honda,Honda City,16.0,Grey,4.0,Direct Injection,Yes,4440.0,1695.0,1495.0,2600.0,6 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,25.6,DOHC,No,5.3,Chennai,8.51,11.563955014694816,8.51
Comprehensive,Petrol,999 cc,2022.0,Petrol,Hatchback,Automatic,1,Renault,Renault KWID,14.0,White,3.0,Unknown,Unknown,3731.0,1579.0,1474.0,2548.67252318204,5 Speed,FWD,5.0,Electric,"tubeless,radial",5.0,279.0,22.3,DOHC,Unknown,4.9,Chennai,6.25,9.702973165917758,6.25
Comprehensive,Petrol,1199 cc,2016.0,Petrol,Hatchback,Automatic,2,Honda,Honda Jazz,15.0,Orange,4.0,PGM - Fi,No,3955.0,1694.0,1544.0,2530.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,354.0,19.0,SOHC,No,5.1,Chennai,5.6,11.474028699340282,5.6
Comprehensive,Petrol,1086 cc,2014.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,15.0,Silver,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,tubeless,5.0,225.0,19.81,SOHC,No,4.7,Chennai,3.35,11.38260035529399,3.35
Comprehensive,Petrol,1197 cc,2015.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,16.0,White,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,295.0,18.6,DOHC,No,5.2,Chennai,4.45,11.563955014694816,4.45
Comprehensive,Diesel,1498 cc,2019.0,Diesel,SUV,Manual,2,Ford,Ford Ecosport,16.0,Red,4.0,Direct Injection,Yes,3998.0,1765.0,1647.0,2519.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,352.0,23.0,SOHC,No,5.3,Chennai,8.3,11.209588152907875,8.3
Comprehensive,Diesel,2184 cc,2022.0,Diesel,SUV,Automatic,1,Mahindra,Mahindra Thar,18.0,Black,4.0,Unknown,Yes,3985.0,1855.0,1844.0,2450.0,6 Speed,4WD,4.0,Power,"radial,tubeless",3.0,314.28121465619085,19.256888627353813,DOHC,Unknown,6.509814073037873,Chennai,17.9,9.90353755128617,17.9
Comprehensive,Petrol,1197 cc,2016.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,16.0,Blue,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Chennai,6.3,10.558803054787067,6.3
Comprehensive,Petrol,1197 cc,2016.0,Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,16.0,Silver,4.0,Unknown,Unknown,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",4.0,378.0,22.41,DOHC,Unknown,4.8,Chennai,5.27,11.217238102180307,5.27
Third Party insurance,Petrol,1353 cc,2020.0,Petrol,SUV,Automatic,1,Hyundai,Hyundai Creta,17.0,Others,4.0,GDi,Yes,4300.0,1790.0,1635.0,2610.0,7-speed DCT,FWD,5.0,Power,"tubeless,radial",5.0,387.3563752954349,16.8,DOHC,Unknown,8.468961588881704,Chennai,13.2,10.596659732783579,13.2
Comprehensive,Petrol,1197 cc,2022.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,15.0,Silver,4.0,Unknown,Unknown,3845.0,1735.0,1530.0,2450.0,5-Speed,FWD,5.0,Electric,"radial,tubeless",5.0,268.0,22.38,DOHC,Unknown,4.8,Chennai,8.6,9.702973165917758,8.6
Third Party insurance,Petrol,1591 cc,2017.0,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,16.0,Others,4.0,MPFI,No,4270.0,1780.0,1630.0,2590.0,6 Speed,FWD,5.0,Power,tubeless,5.0,400.0,15.29,DOHC,No,5.3,Chennai,7.66,10.819798284210286,7.66
Third Party insurance,Petrol,1197 cc,2020.0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,16.0,Gray,4.0,Unknown,Unknown,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",4.0,378.0,22.41,DOHC,Unknown,4.8,Chennai,6.1,10.596659732783579,6.1
Third Party insurance,Diesel,1498 cc,2015.0,Diesel,Sedan,Automatic,3,Skoda,Skoda Rapid,15.0,Others,4.0,Direct Injection ,Yes,4386.0,1699.0,1466.0,2552.0,7 Speed,FWD,5.0,Power,"tubeless,radial",4.0,460.0,21.66,DOHC,No,5.3,Chennai,4.75,11.289794413577894,4.75
Third Party insurance,Petrol,1197 cc,2014.0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,14.0,White,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Chennai,3.9,11.314486721293981,3.9
Comprehensive,Petrol,1197 cc,2020.0,Petrol,Sedan,Automatic,1,Hyundai,Hyundai Aura,15.0,Grey,4.0,Unknown,No,3995.0,1680.0,1520.0,2450.0,5-Speed,Unknown,5.0,Electric,"tubeless,radial",4.0,333.90535569372923,20.1,Unknown,Unknown,5.065098617288548,Chennai,6.8,10.402685840061139,6.8
Comprehensive,Diesel,1956 cc,2022.0,Diesel,SUV,Manual,1,Jeep,Jeep Meridian,18.0,Green,4.0,Unknown,Yes,4769.0,1859.0,1698.0,2782.0,6-Speed,2WD,7.0,Unknown,"tubeless,radial",5.0,527.2225512749692,19.256888627353813,Unknown,Unknown,5.7,Chennai,34.25,9.702973165917758,18.40999999999999
Comprehensive,Petrol,1591 cc,2018.0,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,16.0,White,4.0,MPFI,No,4440.0,1729.0,1475.0,2600.0,6 Speed,FWD,5.0,Power,tubeless,4.0,480.0,17.0,DOHC,No,8.934830342688649,Chennai,8.55,10.12667110305036,8.55
Third Party insurance,Petrol,1462 cc,2022.0,Petrol,MUV,Manual,1,Maruti,Maruti XL6,15.0,Gray,4.0,Unknown,Unknown,4445.0,1775.0,1700.0,2740.0,5-Speed,FWD,6.0,Power,"tubeless,radial",5.0,209.0,19.01,Unknown,Unknown,5.2,Chennai,12.0,9.702973165917758,12.0
Zero Dep,Petrol,1498 cc,2022.0,Petrol,Sedan,Manual,1,Skoda,Skoda Slavia,16.0,Red,4.0,Direct Injection,Yes,4541.0,1752.0,1507.0,2651.0,6-Speed,FWD,5.0,Electric,"tubeless,radial",4.0,521.0,18.72,Unknown,Unknown,10.228648202389545,Chennai,17.86,9.702973165917758,17.86
Comprehensive,Petrol,1197 cc,2016.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,16.0,Red,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,295.0,18.6,DOHC,No,5.2,Chennai,6.14,10.447583528813514,6.14
Comprehensive,Petrol,1298 cc,2010.0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,14.0,Golden,4.0,MPFI,No,4160.0,1690.0,1530.0,2390.0,5 Speed,2WD,5.0,Power,"tubeless,radial",4.0,440.0,17.5,SOHC,No,4.7,Chennai,3.4,10.430786738995007,3.4
Third Party insurance,Petrol,1197 cc,2016.0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20 Active,16.0,Red,4.0,MPFI,No,3995.0,1760.0,1555.0,2570.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,285.0,17.19,DOHC,No,5.2,Chennai,5.58,10.966662628245496,5.58
Comprehensive,Petrol,999 cc,2020.0,Petrol,MUV,Manual,2,Renault,Renault Triber,16.0,Blue,3.0,MPFi,Unknown,3991.0,1739.0,1643.0,2548.67252318204,5 Speed,FWD,7.0,Electric,"tubeless,radial",5.0,84.0,20.0,DOHC,Unknown,5.754793472428233,Chennai,6.5,10.741470737141523,6.5
Comprehensive,Petrol,1498 cc,2017.0,Petrol,Sedan,Automatic,1,Honda,Honda City,16.0,Silver,4.0,Unknown,Unknown,4549.0,1748.0,1489.0,2600.0,CVT,FWD,5.0,Electric,"tubeless,radial",4.0,506.0,18.3,DOHC,Unknown,5.3,Chennai,9.5,11.002116507732017,9.5
Third Party insurance,Petrol,1197 cc,2021.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,16.0,Red,4.0,Unknown,Unknown,3845.0,1735.0,1530.0,2450.0,5-Speed,FWD,5.0,Electric,"radial,tubeless",5.0,268.0,22.38,DOHC,Unknown,4.8,Chennai,7.1,10.799167330506158,7.1
Comprehensive,Petrol,1451 cc,2019.0,Petrol,SUV,Automatic,1,MG,MG Hector,17.0,Red,4.0,Unknown,Yes,4655.0,1835.0,1760.0,2750.0,6 Speed,FWD,5.0,Power,radial,5.0,587.0,13.96,Unknown,Unknown,13.900958253913911,Chennai,17.0,10.645448706505872,17.0
Comprehensive,Diesel,1498 cc,2016.0,Diesel,SUV,Manual,1,Ford,Ford Ecosport,16.0,Silver,4.0,Direct Injection,Yes,3999.0,1765.0,1708.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,346.0,22.77,SOHC,No,5.3,Chennai,6.84,11.563955014694816,6.84
Third Party insurance,Petrol,799 cc,2018.0,Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,14.0,Silver,3.0,MPFi,No,3429.0,1560.0,1541.0,2348.0,5-Speed,2WD,5.0,Power,unknown,5.0,222.0,22.7,DOHC,No,4.7,Chennai,3.09,11.421489769647785,3.09
Comprehensive,Petrol,998 cc,2018.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,15.0,Blue,3.0,MPFi,No,3695.0,1600.0,1560.0,2425.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,235.0,21.63,DOHC,No,4.7,Chennai,5.0,10.510858956074669,5.0
Comprehensive,Petrol,1998 cc,2021.0,Petrol,Sedan,Automatic,1,BMW,BMW 3 Series Gran Limousine,17.0,Red,4.0,Unknown,Yes,4819.0,1827.0,1441.0,2961.0,8-Speed Steptronic,RWD,5.0,Electrical,"tubeless,runflat",4.0,508.32541592667553,15.3,Unknown,Unknown,11.208819907622065,Chennai,55.1,9.702973165917758,18.40999999999999
Third Party insurance,Petrol,1197 cc,2018.0,Petrol,Hatchback,Manual,0,Maruti,Maruti Baleno,16.0,Blue,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Chennai,6.5,10.323151380044106,6.5
Comprehensive,Petrol,999 cc,2018.0,Petrol,Hatchback,Manual,1,Renault,Renault KWID,14.0,Brown,3.0,MPFi,No,3679.0,1579.0,1478.0,2422.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,300.0,23.01,DOHC,No,4.9,Chennai,3.6,10.815609607538063,3.6
Third Party insurance,Diesel,1956 cc,2021.0,Diesel,SUV,Manual,1,MG,MG Hector Plus,18.0,Others,4.0,Unknown,Yes,4720.0,1835.0,1760.0,2750.0,6-speed,Unknown,6.0,Unknown,"tubeless,radial",5.0,155.0,16.65,Unknown,Unknown,14.7050474116446,Chennai,18.75,10.596659732783579,18.40999999999999
Third Party insurance,Petrol,1197 cc,2014.0,Petrol,Sedan,Manual,2,Hyundai,Hyundai Xcent,15.0,Others,4.0,Direct Injection,No,3995.0,1660.0,1520.0,2425.0,5 Speed ,FWD,5.0,Power,tubeless,4.0,407.0,19.1,DOHC,No,4.7,Chennai,4.5,10.596659732783579,4.5
Third Party insurance,Petrol,1197 cc,2018.0,Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,16.0,Others,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,CVT,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Chennai,6.6,10.819798284210286,6.6
Third Party insurance,Diesel,1248 cc,2019.0,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,16.0,Others,4.0,CRDi,Yes,3995.0,1790.0,1640.0,2500.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,328.0,24.3,DOHC,No,5.2,Chennai,9.5,11.002116507732017,9.5
Third Party insurance,Petrol,1198 cc,2017.0,Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Ameo,16.0,Others,3.0,MPFI,No,3995.0,1682.0,1483.0,2470.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,330.0,17.0,DOHC,No,4.46092099896498,Chennai,5.0,11.002116507732017,5.0
Third Party insurance,Diesel,2198 cc,2017.0,Diesel,SUV,Automatic,1,Ford,Ford Endeavour,18.0,Red,4.0,TDCi,Yes,4892.0,1860.0,1837.0,2850.0,6 Speed,FWD,7.0,Power,"tubeless,radial",5.0,473.6525385098503,12.62,DOHC,No,17.5262883581589,Chennai,23.9,11.156264806643742,18.40999999999999
